ID	Species	Culture collection number	Isolation source	Country	Continent	Category 1	Category 2	Category 3	joined_1_2
155199	Streptococcus salivarius	CCUG 56879	Human blood,82-yr-old woman,suspected endocarditis	Sweden	Europe	Infection###Infection###Host Body Product###Host	Patient###Inflammation###Fluids###Human	Blood###Female	Host Body Product@@@Fluids###Infection@@@Patient###Infection@@@Inflammation###Host@@@Human
155200	Acinetobacter pittii	CCUG 56887	Human sputum,10-yr-old boy,cystic fibrosis	Sweden	Europe	Host Body Product###Host###Host###Infection	Fluids###Human###Human###Disease	Sputum###Male###Child###Cystic fibrosis	Host Body Product@@@Fluids###Host@@@Human###Infection@@@Disease
155201	Stenotrophomonas chelatiphaga	CCUG 56889	Human fluid,1-yr-old female,subcutaneous	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155202	Streptococcus parasanguinis	CCUG 56890	Human blood,49-yr-old man	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155203	Acinetobacter baumannii	CCUG 56897	Human blood	United Kingdom	Europe	Host Body Product###Host	Fluids###Human	Blood	Host Body Product@@@Fluids###Host@@@Human
155204	Arcobacter porcinus	CCUG 56899, LMG 24487	Porcine	Denmark	Europe	Host	Mammals	Suidae (Pig,Swine)	Host@@@Mammals
155205	Capnocytophaga sputigena	CCUG 56904	Human blood,53-yr-old man	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155206	Serratia marcescens	CCUG 56909	Human sputum,34-yr-old female	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Sputum###Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155207	Lysinibacillus sp.	CCUG 56912	Industry	Sweden	Europe	Engineered	Industrial		Engineered@@@Industrial
155208	Staphylococcus coagulans	CCUG 56925	Human wound,72-yr-old woman,toe	Sweden	Europe	Infection###Host Body-Site###Host Body-Site###Host	Patient###Limb###Other###Human	Foot###Wound###Female	Infection@@@Patient###Host Body-Site@@@Other###Host Body-Site@@@Limb###Host@@@Human
155209	Staphylococcus coagulans	CCUG 56926	Human wound,72-yr-old woman,toe	Sweden	Europe	Infection###Host Body-Site###Host Body-Site###Host	Patient###Limb###Other###Human	Foot###Wound###Female	Infection@@@Patient###Host Body-Site@@@Other###Host Body-Site@@@Limb###Host@@@Human
155210	Ralstonia mannitolilytica	CCUG 56927	Human sputum,27-yr-old female,cystic fibrosis	Sweden	Europe	Infection###Infection###Host Body Product###Host	Patient###Disease###Fluids###Human	Cystic fibrosis###Sputum###Female	Host Body Product@@@Fluids###Infection@@@Patient###Infection@@@Disease###Host@@@Human
155211	Bordetella bronchiseptica	CCUG 56928	Human sputum,35-yr-old woman,cystic fibrosis	Sweden	Europe	Infection###Infection###Host Body Product###Host	Patient###Disease###Fluids###Human	Cystic fibrosis###Sputum###Female	Host Body Product@@@Fluids###Infection@@@Patient###Infection@@@Disease###Host@@@Human
155212	Pseudomonas chlororaphis	CCUG 56932	Industry,environment	Sweden	Europe	Engineered###Engineered	Industrial###Built environment		Engineered@@@Industrial###Engineered@@@Built environment
155213	Actinomyces oris	CCUG 56934 A	Human pleural fluid,83-yr-old woman	Sweden	Europe	Infection###Host Body-Site###Host Body Product###Host	Patient###Oral cavity and airways###Oral cavity and Airways###Human	Lung###Pleural fluid###Female	Infection@@@Patient###Host@@@Human###Host Body-Site@@@Oral cavity and airways###Host Body Product@@@Oral cavity and Airways
155214	Actinomyces naeslundii	CCUG 56934 B	Human pleural fluid,83-yr-old woman	Sweden	Europe	Infection###Host Body-Site###Host Body Product###Host	Patient###Oral cavity and airways###Oral cavity and Airways###Human	Lung###Pleural fluid###Female	Infection@@@Patient###Host@@@Human###Host Body-Site@@@Oral cavity and airways###Host Body Product@@@Oral cavity and Airways
155215	Acinetobacter pittii	CCUG 56940	Human sputum,16-yr-old male,cystic fibrosis	Sweden	Europe	Host###Infection###Infection###Host Body Product###Host	Human###Patient###Disease###Fluids###Human	Child###Cystic fibrosis###Sputum###Male	Infection@@@Disease###Host@@@Human###Host Body Product@@@Fluids###Infection@@@Patient
155216	Corynebacterium sp.	CCUG 56942	Human tissue,62-yr-old woman,hip	Sweden	Europe	Infection###Host	Patient###Human	Female	Infection@@@Patient###Host@@@Human
155217	Dialister pneumosintes	CCUG 56943	Human blood,63-yr-old man	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155218	Cardiobacterium hominis	CCUG 56945	Human blood,56-yr-old man,endocarditis	Sweden	Europe	Infection###Infection###Host Body Product###Host	Patient###Inflammation###Fluids###Human	Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Infection@@@Inflammation###Host@@@Human
155219	Corynebacterium sp.	CCUG 56947	Environment,industry	Sweden	Europe	Engineered	Industrial		Engineered@@@Industrial
155220	Corynebacterium sanguinis	CCUG 56948, DSM 113105	Industry, environment###Environment,industry	Sweden	Europe	Engineered###Engineered	Industrial###Industrial		Engineered@@@Industrial
155221	Parvimonas micra	CCUG 56953	Transport fluid,organ,transplant	Sweden	Europe	Infection###Host Body Product	Medical environment###Fluids		Host Body Product@@@Fluids###Infection@@@Medical environment
155223	Rothia amarae	CCUG 56976 A	Environment,industry	Sweden	Europe	Engineered	Industrial		Engineered@@@Industrial
155224	Pseudomonas aeruginosa	CCUG 56990	Human sputum,36-yr-old man,cystic fibrosis	Sweden	Europe	Infection###Infection###Host Body Product###Host	Patient###Disease###Fluids###Human	Cystic fibrosis###Sputum###Male	Host Body Product@@@Fluids###Infection@@@Patient###Infection@@@Disease###Host@@@Human
155225	Streptomyces cacaoi	CCUG 56991	Human ear,49-yr-old woman	Sweden	Europe	Infection###Host Body-Site###Host	Patient###Organ###Human	Ear###Female	Infection@@@Patient###Host Body-Site@@@Organ###Host@@@Human
155226	Acinetobacter gyllenbergii	CCUG 56995	Human sputum,76-yr-old woman	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Sputum###Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155227	Stenotrophomonas maltophilia	CCUG 56997	Human dialysis fluid,83-yr-old man	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Male	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155228	Serratia marcescens	CCUG 57001	Human sputum,50-yr-old female	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Sputum###Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155229	Enterobacter hormaechei	CCUG 57002	Human urine,83-yr-old woman	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Urine###Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155230	Cutibacterium avidum	CCUG 57005	Human tissue,67-yr-old woman	Sweden	Europe	Infection###Host	Patient###Human	Female	Infection@@@Patient###Host@@@Human
155231	Rhodococcus sp.	CCUG 57009	Sodium compound solution	Sweden	Europe	Condition	Alkaline		Condition@@@Alkaline
155232	Microbacterium sp.	CCUG 57011	Sodium compound solution	Sweden	Europe	Condition	Alkaline		Condition@@@Alkaline
155233	Peribacillus simplex	CCUG 57012	Sodium compound solution	Sweden	Europe	Condition	Alkaline		Condition@@@Alkaline
155234	Rhodococcus pyridinivorans	CCUG 57013	Sodium compound solution	Sweden	Europe	Condition	Alkaline		Condition@@@Alkaline
155235	Microbacterium foliorum	CCUG 57014	Sodium compound solution	Sweden	Europe	Condition	Alkaline		Condition@@@Alkaline
155236	Acinetobacter guillouiae	CCUG 57018	Human urine,66-yr-old woman	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Urine###Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155237	Granulicatella adiacens	CCUG 57022	Human blood,19-yr-old woman	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155238	Acinetobacter baumannii	CCUG 57035	Human wound,41-yr-old patient	Sweden	Europe	Infection###Host Body-Site###Host	Patient###Other###Human	Wound	Infection@@@Patient###Host Body-Site@@@Other###Host@@@Human
155239	Granulicatella adiacens	CCUG 57036	Human blood,19-yr-old female	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155240	Granulicatella adiacens	CCUG 57047	Human blood,19-yr-old female	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155241	Citrobacter sedlakii	CCUG 57048	Human blood,82-yr-old man	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155242	Parvimonas micra	CCUG 57049	Human blood,65-yr-old man	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155243	Pseudomonas sp.	CCUG 57051	Human throat,66-yr-old woman	Sweden	Europe	Infection###Host Body-Site###Host	Patient###Oral cavity and airways###Human	Throat###Female	Infection@@@Patient###Host Body-Site@@@Oral cavity and airways###Host@@@Human
155244	Corynebacterium ureicelerivorans	CCUG 57055	Human blood,92-yr-old man	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155245	Sphingobium aurantiaca	CCUG 57057	Human blood,77-yr-old woman	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155246	Corynebacterium ulcerans	CCUG 57059	Human wound,milk farmer	United Kingdom	Europe	Infection###Host Body-Site###Host	Patient###Other###Human	Wound	Infection@@@Patient###Host Body-Site@@@Other###Host@@@Human
155247	Actinomyces graevenitzii	CCUG 57065	Human sputum,63-yr-old woman,immunosuppressed	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Sputum###Female	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155248	Streptococcus oralis	CCUG 57066	Human aspirate,57-yr-old man,knee	Sweden	Europe	Host Body Product###Host Body-Site###Host Body-Site###Host	Fluids###Limb###Limb###Human	Aspirate###Leg###Joint###Male	Host Body Product@@@Fluids###Host@@@Human###Host Body-Site@@@Limb
155249	Porphyromonas canoris	CCUG 57077	Dog,oral plaque	Sweden	Europe	Host Body-Site###Host	Oral cavity and airways###Mammals	Plaque###Canidae (Dog)	Host@@@Mammals###Host Body-Site@@@Oral cavity and airways
155250	Fusobacterium canifelinum	CCUG 57078	Dog,oral plaque	Sweden	Europe	Host Body-Site###Host	Oral cavity and airways###Mammals	Plaque###Canidae (Dog)	Host@@@Mammals###Host Body-Site@@@Oral cavity and airways
155251	Filifactor sp.	CCUG 57079	Dog,oral plaque	Sweden	Europe	Host Body-Site###Host	Oral cavity and airways###Mammals	Plaque###Canidae (Dog)	Host@@@Mammals###Host Body-Site@@@Oral cavity and airways
155252	Bacteroides pyogenes	CCUG 57080	Dog,oral plaque	Sweden	Europe	Host Body-Site###Host	Oral cavity and airways###Mammals	Plaque###Canidae (Dog)	Host@@@Mammals###Host Body-Site@@@Oral cavity and airways
155253	Peptostreptococcus canis	CCUG 57081 T, JCM 19103, KCTC 15366	Dog,oral plaque	Sweden	Europe	Host Body-Site###Host	Oral cavity and airways###Mammals	Plaque###Canidae (Dog)	Host@@@Mammals###Host Body-Site@@@Oral cavity and airways
155254	Porphyromonas cangingivalis	CCUG 57082	Dog,oral plaque	Sweden	Europe	Host Body-Site###Host	Oral cavity and airways###Mammals	Plaque###Canidae (Dog)	Host@@@Mammals###Host Body-Site@@@Oral cavity and airways
155255	Filifactor alocis	CCUG 57083	Dog,oral plaque	Sweden	Europe	Host Body-Site###Host	Oral cavity and airways###Mammals	Plaque###Canidae (Dog)	Host@@@Mammals###Host Body-Site@@@Oral cavity and airways
155256	Pseudomonas sp.	CCUG 57104, CBS 93	Soil contaminated with hydrocarbon compounds	Tunisia	Africa	Environmental###Engineered	Terrestrial###Contamination	Soil	Engineered@@@Contamination###Environmental@@@Terrestrial
155258	Acinetobacter baumannii	CCUG 57123	Human sputum,29-yr-old woman,cystic fibrosis	Sweden	Europe	Infection###Infection###Host Body Product###Host	Patient###Disease###Fluids###Human	Cystic fibrosis###Sputum###Female	Host Body Product@@@Fluids###Infection@@@Patient###Infection@@@Disease###Host@@@Human
155259	Acinetobacter nosocomialis	CCUG 57124	Human wound,62-yr-old woman	Sweden	Europe	Infection###Host Body-Site###Host	Patient###Other###Human	Wound###Female	Infection@@@Patient###Host Body-Site@@@Other###Host@@@Human
155260	Phytobacter diazotrophicus	CCUG 57129	Human blood,58-yr-old man	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155261	Burkholderia multivorans	CCUG 57130	Human ear,2?-yr-old male	Sweden	Europe	Host###Infection###Host Body-Site###Host	Human###Patient###Organ###Human	Male###Ear###Child	Host@@@Human###Host Body-Site@@@Organ###Infection@@@Patient
155262	Exiguobacterium sp.	CCUG 57136	Human blood,94-yr-old man,fever,chills,cyanosis	Sweden	Europe	Infection###Host Body Product###Host	Patient###Fluids###Human	Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Host@@@Human
155263	Mediterraneibacter gnavus	CCUG 57137 A	Human blood,46-yr-old man,brain abscess	Sweden	Europe	Infection###Host Body-Site###Host Body Product###Host	Patient###Other###Fluids###Human	Abscess###Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Host Body-Site@@@Other###Host@@@Human
155264	Alistipes onderdonkii	CCUG 57137 B	Human blood,46-yr-old man,brain abscess	Sweden	Europe	Infection###Host Body-Site###Host Body Product###Host	Patient###Other###Fluids###Human	Abscess###Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Host Body-Site@@@Other###Host@@@Human
155265	Ralstonia mannitolilytica	CCUG 57139	Human nose,27-yr-old woman	Sweden	Europe	Infection###Host Body-Site###Host	Patient###Organ###Human	Nose###Female	Infection@@@Patient###Host Body-Site@@@Organ###Host@@@Human
155266	Actinomyces graevenitzii	CCUG 57140	Human bronchus,72-yr-old man	Sweden	Europe	Infection###Host Body-Site###Host	Patient###Oral cavity and airways###Human	Lung###Male	Infection@@@Patient###Host Body-Site@@@Oral cavity and airways###Host@@@Human
155267	Burkholderia cenocepacia	CCUG 57141	Human sputum,13-yr-old female,cystic fibrosis	Sweden	Europe	Host###Infection###Infection###Host Body Product###Host	Human###Patient###Disease###Fluids###Human	Child###Cystic fibrosis###Sputum###Female	Infection@@@Disease###Host@@@Human###Host Body Product@@@Fluids###Infection@@@Patient
155268	Sphingomonas echinoides	CCUG 57150	Water,industry	Sweden	Europe	Environmental###Engineered	Aquatic###Industrial		Engineered@@@Industrial###Environmental@@@Aquatic
155269	Novosphingobium sp.	CCUG 57155	Water,industry	Sweden	Europe	Environmental###Engineered	Aquatic###Industrial		Engineered@@@Industrial###Environmental@@@Aquatic
155270	Staphylococcus pettenkoferi	CCUG 57156	Environment,industry,clean room	Sweden	Europe	Engineered###Engineered	Industrial###Built environment	Clean room	Engineered@@@Industrial###Engineered@@@Built environment
155271	Moraxella osloensis	CCUG 57160	Water,industry	Sweden	Europe	Environmental###Engineered	Aquatic###Industrial		Engineered@@@Industrial###Environmental@@@Aquatic
155272	Mediterraneibacter gnavus	CCUG 57161	Human tissue,82-yr-old woman,femur	Sweden	Europe	Infection###Host Body-Site###Host	Patient###Other###Human	Bone###Female	Infection@@@Patient###Host Body-Site@@@Other###Host@@@Human
155273	Campylobacter ureolyticus	CCUG 57163	Human blood,69-yr-old man,pleuropneumoniae	Sweden	Europe	Infection###Infection###Host Body Product###Host	Patient###Inflammation###Fluids###Human	Blood###Male	Host Body Product@@@Fluids###Infection@@@Patient###Infection@@@Inflammation###Host@@@Human
155274	Alkalibaculum bacchi	CCUG 57165	Saturated soil near livestock pen	USA	North America	Environmental###Engineered	Terrestrial###Agriculture	Sediment###Livestock (Husbandry)	Engineered@@@Agriculture###Environmental@@@Terrestrial
155275	Alkalibaculum bacchi	CCUG 57166	Saturated soil near livestock pen	USA	North America	Environmental###Engineered	Terrestrial###Agriculture	Sediment###Livestock (Husbandry)	Engineered@@@Agriculture###Environmental@@@Terrestrial
155276	Achromobacter xylosoxidans	CCUG 57172	Human bronchioalveolar lavage,50-yr-old man	Sweden	Europe	Infection###Infection###Host Body-Site###Host	Patient###Medical environment###Oral cavity and airways###Human	Medical practice###Lung###Male	Infection@@@Patient###Infection@@@Medical environment###Host Body-Site@@@Oral cavity and airways###Host@@@Human
155277	Gleimia europaea	CCUG 57176	Human wound,67-yr-old man,osteomyelitis	Sweden	Europe	Infection###Host Body-Site###Host	Patient###Other###Human	Wound###Male	Infection@@@Patient###Host Body-Site@@@Other###Host@@@Human
155278	Weissella cibaria	CCUG 57177	Human feces,17-yr-old male	Sweden	Europe	Infection###Host Body Product###Host	Patient###Gastrointestinal tract###Human	Feces (Stool)###Male	Infection@@@Patient###Host Body Product@@@Gastrointestinal tract###Host@@@Human
155279	Kingella denitrificans	CCUG 57179	Human throat,25-yr-old man	Sweden	Europe	Infection###Host Body-Site###Host	Patient###Oral cavity and airways###Human	Throat###Male	Infection@@@Patient###Host Body-Site@@@Oral cavity and airways###Host@@@Human
